Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Customer_Cluster
-1.7303196219213355,2023-11-24,CUST001,Male,-0.5405647624976612,Beauty,0.4292649784144711,-0.685122651503544,-0.5467043030084185,2
-1.7268555185741457,2023-02-27,CUST002,Female,-1.125591561737554,Clothing,-0.45399629404328795,1.6884641771714488,0.9719187609038553,1
-1.7233914152269558,2023-01-13,CUST003,Male,0.6294888359821245,Electronics,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,0
-1.719927311879766,2023-05-21,CUST004,Male,-0.3211797127827014,Clothing,-1.337257566501047,1.6884641771714488,0.07861107624957653,1
-1.7164632085325762,2023-05-06,CUST005,Male,-0.8330781621176077,Beauty,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,0
-1.7129991051853863,2023-04-25,CUST006,Female,0.26384708645719146,Beauty,-1.337257566501047,-0.7906153994446548,-0.7610981473254455,0
-1.7095350018381965,2023-03-13,CUST007,Male,0.3369754363621781,Clothing,-0.45399629404328795,-0.8169885864299324,-0.7253658399392744,0
-1.7060708984910065,2023-02-22,CUST008,Male,-0.8330781621176077,Electronics,1.3125262508722302,-0.8169885864299324,-0.6360350714738464,2
-1.7026067951438166,2023-12-13,CUST009,Male,1.5801573847469503,Electronics,-0.45399629404328795,0.6335366977603409,0.25727261318043226,1
-1.6991426917966268,2023-10-07,CUST010,Female,0.7757455357920977,Clothing,1.3125262508722302,-0.685122651503544,-0.45737353454299073,2
-1.695678588449437,2023-02-14,CUST011,Male,-1.344976611452514,Clothing,-0.45399629404328795,-0.685122651503544,-0.6360350714738464,0
-1.6922144851022471,2023-10-30,CUST012,Male,-0.4674364125926746,Beauty,0.4292649784144711,-0.8169885864299324,-0.6807004557065603,2
-1.6887503817550573,2023-08-05,CUST013,Male,-1.4181049613575005,Electronics,0.4292649784144711,1.6884641771714488,1.865226445558134,1
-1.6852862784078675,2023-01-17,CUST014,Male,1.653285734651937,Clothing,1.3125262508722302,-0.7906153994446548,-0.6003027640876754,2
-1.6818221750606774,2023-01-16,CUST015,Female,0.044462036742231634,Electronics,1.3125262508722302,1.6884641771714488,2.758534130212413,1
-1.6783580717134876,2023-02-17,CUST016,Male,-1.6374900110724604,Clothing,0.4292649784144711,1.6884641771714488,1.865226445558134,1
